Checked,DOI,Donor,Acceptor,Donor SMILES,Acceptor SMILES,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,Ehl_A,Eg_A,HOMO_D,LUMO_D,Ehl_D,Eg_D
YES,10.1002/adma.201700437,J52,IEICO,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,0.848,15.1,0.51,6.5,-5.32,-3.95,1.37,1.34,-5.22,-3.07,2.15,1.95
YES,10.1021/acenergylett.8b00627,J52,i-IEICO-4F,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)cc1,0.849,22.86,0.679,13.18,-5.018,-3.331,1.69,1.56,-5.22,-3.07,2.15,1.95
YES,10.1039/C8TA10662B,J52,IT-4F,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.6,17,0.632,6.4,-5.677,-4.105,1.57,1.522,-5.22,-3.07,2.15,1.95
YES,10.1002/adma.201700437,J52,IT-M,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.843,17.1,0.651,9.4,-5.514,-3.808,1.71,1.604,-5.22,-3.07,2.15,1.95
YES,10.1002/solr.201700020,J52,ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.79,17.2,0.59,8,-5.576,-3.916,1.66,1.586,-5.22,-3.07,2.15,1.95
YES,10.1021/jacs.6b01744,J52,ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.73,13.11,0.578,5.51,-5.576,-3.916,1.66,1.586,-5.22,-3.07,2.15,1.95
YES,10.1021/acs.jpclett.8b03247,J52,ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.803,10.87,0.432,3.78,-5.576,-3.916,1.66,1.586,-5.22,-3.07,2.15,1.95
YES,10.1002/adma.201703344,J52,m-ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,0.701,17.16,0.497,5.98,-5.527,-3.854,1.67,1.578,-5.22,-3.07,2.15,1.95
YES,10.1002/aenm.201801582,J52,BTA13,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)sc34)c2n1,1.05,12.7,0.587,7.82,-5.34,-3.62,1.72,1.72,-5.22,-3.07,2.15,1.95
YES,10.1039/C7TA07049G,J61,SJ-IC,CCCCCCCCCCCCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCCCCCCCCCCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,0.83,16.99,0.66,9.27,-5.61,-3.94,1.67,1.49,-5.32,-3.07,2.25,1.93
YES,10.1039/C7TA07049G,J61,IDT-IC,CCCCCCCCCCCCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCCCCCCCCCCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,0.88,13.7,0.573,6.95,-5.61,-3.88,1.73,1.72,-5.32,-3.07,2.25,1.93
YES,10.1002/adma.201604155,J51,IDIC,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.796,12.24,0.66,6.94,-5.705,-3.997,1.71,1.64,-5.24,-3.06,2.18,1.91
YES,10.1002/aenm.201702324,J74,m-ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](C)(C)CCCCCCCC)s6)c6sc(C)cc6c(-c6ccc([Si](C)(C)CCCCCCCC)s6)c5s4)s3)c2n1,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,0.99,15.89,0.612,9.63,-5.527,-3.854,1.67,1.578,-5.56,-3.06,2.5,1.99
YES,10.1039/C7TA11059F,PBZ1,ITIC,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(OCC(CCCC)CCCCCC)cc6)c6sc(C)cc6c(-c6ccc(OCC(CCCC)CCCCCC)cc6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.74,15.7,0.498,5.8,-5.49,-3.83,1.66,1.59,-5.27,-3.06,2.21,
YES,10.1038/s41560-018-0263-4,P2F-Ehp,IT-4F,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c3nn(CCC(CC)CCCC)nc3c2-c2ccc(C)s2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.891,19.65,0.741,12.96,-5.677,-4.105,1.57,1.522,-5.38,-3.06,2.32,1.85
YES,10.1038/s41560-018-0263-4,P2F-Ehp,IT-F,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c3nn(CCC(CC)CCCC)nc3c2-c2ccc(C)s2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc23)cc1,0.959,16.91,0.619,10.06,-5.62,-4.019,1.6,1.533,-5.38,-3.06,2.32,1.85
YES,10.1016/j.reactfunctpolym.2019.104378,,,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.88,10.04,0.481,4.36,-5.59,-3.91,1.68,1.68,-5.36,-3.06,2.3,2.3
YES,10.1016/j.reactfunctpolym.2019.104378,,,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.96,10.51,0.437,4.43,-5.51,-3.71,1.8,1.8,-5.36,-3.06,2.3,2.3
YES,10.1002/adma.201808279,,,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.96,17.2,0.679,11.8,-5.58,-3.98,1.6,1.6,-5.36,-3.05,2.31,2.31
YES,10.1039/c8qm00004b,,,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CCC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)O5)-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc32)cc1,0.67,20.39,0.589,8.25,-5.64,-4.04,1.6,1.6,-5.36,-3.05,2.31,2.31
YES,10.1039/c8qm00004b,,,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CCC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6ccc(F)cc6C4=C(C#N)C#N)cc3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)O5)-c3sc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)cc32)cc1,0.75,19.27,0.626,9.12,-5.6,-3.93,1.67,1.67,-5.36,-3.05,2.31,2.31
YES,10.1039/c8qm00004b,,,CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CCC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)O5)-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)cc1,0.82,17.45,0.59,8.43,-5.57,-3.86,1.71,1.71,-5.36,-3.05,2.31,2.31
YES,10.1002/anie.201610944,J52,IEICO-4F,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,0.734,21.9,0.585,9.4,-5.44,-4.19,1.25,1.24,-5.2,-3.05,2.15,1.96
YES,10.1021/acs.chemmater.8b05316,J52,BTA3,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCCCn1nc2c(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2n1,1.07,14.62,0.603,9.41,-5.49,-3.72,1.77,1.76,-5.2,-3.05,2.15,1.96
YES,10.1021/acs.macromol.8b01036,J63,ITIC,C=CCCCCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCCCCC=C)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.882,15.72,0.531,7.38,-5.576,-3.916,1.66,1.586,-5.28,-3.04,2.24,1.92
YES,10.1038/s41560-018-0263-4,P2F-EH,ITIC,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c3nn(CC(CC)CCCC)nc3c2-c2ccc(C)s2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.983,12.4,0.505,6.13,-5.576,-3.916,1.66,1.586,-5.36,-3.04,2.32,1.85
YES,10.1016/j.orgel.2019.06.007,,,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c4c3nc2-c2cccc(c2)OCCC(CC)(CCCCC)CCCCCc2cc(sc2CCCCCCCC)-c2c3cc(C)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(sc23)-c2ccc-4s2)c1,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cs1,0.84,13.35,0.617,6.92,-5.48,-3.83,1.65,1.65,-5.37,-3.03,2.34,2.34
YES,10.1016/j.orgel.2019.06.007,,,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c4c3nc2-c2cccc(c2)OCCC(CC)(CCCCC)CCCCCc2cc(sc2CCCCCCCC)-c2c3cc(C)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(sc23)-c2ccc-4s2)c1,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cs1,0.88,15.14,0.586,7.81,-5.66,-3.93,1.73,1.73,-5.37,-3.03,2.34,2.34
YES,10.1016/j.orgel.2019.06.007,,,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c4c3nc2-c2cccc(c2)OCCC(CC)(CCCCC)CCCCCc2cc(sc2CCCCCCCC)-c2c3cc(C)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(sc23)-c2ccc-4s2)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.94,6.49,0.468,2.85,-5.74,-4.01,1.73,1.73,-5.37,-3.03,2.34,2.34
YES,10.1039/c8tc01988f,,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,Cl[B-]1(n23)[n+]4c5nc2c6ccc(C#Cc7c8c9c(C%10=CC=C(C%11C%10=C8C=CC%11C(N%12C(CCCCCC)CCCCCC)=O)C%12=O)ccc%13c9c(C(N(C%13=O)C(CCCCCC)CCCCCC)=O)c7)cc6c3nc(c%14ccc(C#Cc%15c%16c%17c(C%18=CC=C(C%19C%18=C%16C=CC%19C(N%20C(CCCCCC)CCCCCC)=O)C%20=O)ccc%21c%17c(C(N(C%21=O)C(CCCCCC)CCCCCC)=O)c%15)cc%14%22)n1c%22nc4c%23ccc(C#Cc%24c%25c%26c(C%27=CC=C(C%28C%27=C%25C=CC%28C(N%29C(CCCCCC)CCCCCC)=O)C%29=O)ccc%30c%26c(C(N(C%30=O)C(CCCCCC)CCCCCC)=O)c%24)cc5%23,0.89,9.18,0.554,4.53,-5.71,-3.83,1.88,1.88,-5.37,-3.02,2.35,2.35
